Virus.name	UF	Collection.date	Lineage	pangoLEARN_release	SeqN	DataSeq
hCoV-19/Brazil/BA-FIOCRUZ-33264/2020	BA	2020-09-21	B.1.1.106	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33267/2020	BA	2020-09-25	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33268/2020	BA	2020-09-25	B.1.1.106	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33271/2020	BA	2020-10-02	B.1	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33272/2020	BA	2020-10-15	B.1	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33273/2020	BA	2020-10-16	B.1.1.141	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33275/2020	BA	2020-10-19	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33277/2020	BA	2020-10-21	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33283/2020	BA	2020-11-11	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/BA-FIOCRUZ-33628/2020	BA	2020-12-15	P.2	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/BA-FIOCRUZ-33630/2020	BA	2020-12-09	P.2	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/BA-FIOCRUZ-33635/2020	BA	2020-12-14	P.2	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/BA-FIOCRUZ-33640-1P/2020	BA	2020-10-26	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/BA-FIOCRUZ-33648/2020	BA	2020-12-09	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-33650/2020	BA	2020-12-15	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-33656-1P/2020	BA	2020-08-14	B.1.1.28	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/BA-FIOCRUZ-33766/2020	BA	2020-11-06	B.1.1.28	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/BA-FIOCRUZ-33769/2020	BA	2020-12-27	P.1	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/BA-FIOCRUZ-33770/2020	BA	2020-12-27	P.1	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/BA-FIOCRUZ-33771/2020	BA	2020-12-18	P.1	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/BA-FIOCRUZ-4736/2021	BA	2021-01-19	B.1.1.7	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/BA-FIOCRUZ-4737/2021	BA	2021-01-08	P.2	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/BA-FIOCRUZ-4738/2021	BA	2021-01-07	P.2	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/BA-FIOCRUZ-4739/2021	BA	2021-01-08	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-4740/2021	BA	2021-01-12	P.2	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/BA-FIOCRUZ-4741/2021	BA	2021-01-08	P.2	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/BA-FIOCRUZ-4742/2021	BA	2021-01-05	B.1.1.33	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/BA-FIOCRUZ-6348/2021	BA	2021-01-07	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6351/2021	BA	2021-01-12	B.1.1.7	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/BA-FIOCRUZ-6352/2021	BA	2021-01-20	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6353/2021	BA	2021-01-22	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6355/2021	BA	2021-01-25	P.1	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6356/2021	BA	2021-01-26	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6358/2021	BA	2021-01-28	P.1	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6359/2021	BA	2021-01-28	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-6361/2021	BA	2021-01-29	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-7026/2021	BA	2021-01-26	P.1	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/BA-FIOCRUZ-7032/2021	BA	2021-02-04	P.2	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/BA-FIOCRUZ-7033/2021	BA	2021-01-08	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/BA-FIOCRUZ-7034/2021	BA	2021-01-04	B.1.1.7	NA	MiSeq_LVRS_052	2021-03-02
hCoV-19/Brazil/BA-FIOCRUZ-9636/2021	BA	2021-02-19	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9637/2021	BA	2021-02-11	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9638/2021	BA	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9639/2021	BA	2021-02-19	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9640/2021	BA	2021-02-17	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9641/2021	BA	2021-02-18	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9642/2021	BA	2021-02-08	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9643/2021	BA	2021-02-09	B.1.1.314	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9644/2021	BA	2021-01-05	B.1.1.34	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9645/2021	BA	2021-01-05	B.1.1.33	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9646/2021	BA	2021-01-05	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9647/2021	BA	2021-01-11	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9648/2021	BA	2021-01-28	B.1.1.33	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9649/2021	BA	2021-01-29	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9650/2021	BA	2021-02-04	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9653/2021	BA	2021-02-08	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9654/2021	BA	2021-01-14	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9655/2021	BA	2021-01-14	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9656/2021	BA	2021-01-11	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9657/2021	BA	2021-01-11	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/BA-FIOCRUZ-9659/2021	BA	2021-01-28	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/CE-FIOCRUZ-17804/2020	CE	2020-04-17	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17824/2020	CE	2020-04-27	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17829/2020	CE	2020-05-01	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17832/2020	CE	2020-05-02	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17833/2020	CE	2020-05-02	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17835/2020	CE	2020-05-02	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17837/2020	CE	2020-05-02	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17848/2020	CE	2020-05-07	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17849/2020	CE	2020-05-07	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17850/2020	CE	2020-05-07	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17851/2020	CE	2020-05-07	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17855/2020	CE	2020-05-08	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17856/2020	CE	2020-05-08	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17860/2020	CE	2020-05-10	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17865/2020	CE	2020-05-16	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17882/2020	CE	2020-05-25	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17883/2020	CE	2020-05-25	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17886/2020	CE	2020-06-18	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17888/2020	CE	2020-06-18	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17889/2020	CE	2020-06-19	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17892/2020	CE	2020-06-19	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17945/2020	CE	2020-04-24	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17946/2020	CE	2020-04-24	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17948/2020	CE	2020-04-24	B	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17953/2020	CE	NA	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17970/2020	CE	2020-04-26	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17971/2020	CE	2020-04-26	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17972/2020	CE	2020-04-26	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17973/2020	CE	2020-04-26	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17974/2020	CE	2020-04-26	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17979/2020	CE	2020-04-28	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17984/2020	CE	2020-05-04	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-17989/2020	CE	NA	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-18003/2020	CE	2020-04-17	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-18013/2020	CE	2020-04-20	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-18019/2020	CE	2020-04-21	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-18022/2020	CE	2020-04-21	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/CE-FIOCRUZ-33657/2020	CE	2020-12-30	B.1.1.34	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33658/2020	CE	2020-12-15	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33659/2020	CE	2020-12-17	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33660/2020	CE	2020-12-17	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33661/2020	CE	2020-12-17	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33662/2020	CE	2020-12-17	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33663/2020	CE	2020-12-26	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33664/2020	CE	2020-12-24	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33665/2020	CE	2020-12-26	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33666/2020	CE	2020-12-25	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33667/2020	CE	2020-12-26	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33668/2020	CE	2020-12-26	B.1.1.282	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33669/2020	CE	2020-12-26	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33670/2020	CE	2020-12-27	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33671/2020	CE	2020-12-26	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33672/2020	CE	2020-12-28	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33673/2020	CE	2020-12-28	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33674/2020	CE	2020-12-30	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33675/2020	CE	2020-12-30	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33676/2020	CE	2020-12-30	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33677/2020	CE	2020-12-29	B.1.1.143	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33678/2020	CE	2020-12-27	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33679/2020	CE	2020-11-19	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33680/2020	CE	2020-11-20	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33681/2020	CE	2020-11-23	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33682/2020	CE	2020-11-23	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33683/2020	CE	2020-11-29	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33684/2020	CE	2020-11-27	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33685/2020	CE	2020-11-13	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33686/2020	CE	2020-11-18	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33687/2020	CE	NA	B.1.1.44	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33689/2020	CE	2020-11-16	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-33690/2020	CE	2020-11-26	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-6549/2021	CE	2021-01-03	B.1.1.34	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/CE-FIOCRUZ-6550/2021	CE	2021-01-02	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCov-19/Brazil/CE-FIOCRUZ-6552/2021	CE	2021-01-07	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6554/2021	CE	2021-01-19	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6555/2021	CE	2021-01-23	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6557/2021	CE	2021-01-23	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6558/2021	CE	2021-01-24	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6559/2021	CE	2021-01-24	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6561/2021	CE	2021-01-22	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6562/2021	CE	2021-01-22	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6563/2021	CE	2021-01-22	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6564/2021	CE	2021-01-22	B.1.1.28	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6565/2021	CE	2021-01-21	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6566/2021	CE	2021-01-21	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6568/2021	CE	2021-01-21	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6570/2021	CE	2021-01-22	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6571/2021	CE	2021-01-22	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6572/2021	CE	2021-01-21	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6573/2021	CE	2021-01-07	B.1.1.33	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6574/2021	CE	2021-01-03	B.1.1.34	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6577/2021	CE	2021-01-21	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6578/2021	CE	2021-01-20	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6579/2021	CE	2021-01-20	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6582/2021	CE	2021-01-21	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6583/2021	CE	2021-01-21	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6584/2021	CE	2021-01-22	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/CE-FIOCRUZ-6587/2021	CE	2021-01-21	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCoV-19/Brazil/ES-FIOCRUZ-16384/2021	ES	2021-03-04	P.2	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16387/2021	ES	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16389/2021	ES	2021-03-05	P.2	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16391/2021	ES	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16392/2021	ES	2021-03-13	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16396/2021	ES	2021-03-21	B.1.1.7	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16397/2021	ES	2021-03-20	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16401/2021	ES	2021-03-17	B.1.1.7	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-16403/2021	ES	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/ES-FIOCRUZ-33696/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33697/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33698/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33699/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33700/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33701/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33702/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33703/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33704/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33705/2020	ES	2020-09-04	B.1	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33706/2020	ES	2020-09-04	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33707/2020	ES	2020-09-17	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33708/2020	ES	2020-09-18	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33709/2020	ES	2020-09-16	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33710/2020	ES	2020-09-16	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33712/2020	ES	2020-10-09	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33713/2020	ES	2020-10-09	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33714/2020	ES	2020-10-16	P.2	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33715/2020	ES	2020-10-16	B.1.1.28	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33716/2020	ES	2020-10-16	P.2	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33717/2020	ES	2020-10-15	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33718/2020	ES	2020-10-16	B.1.1.28	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33719/2020	ES	2020-10-15	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33720/2020	ES	2020-10-20	B.1.1.143	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33721/2020	ES	2020-10-21	P.2	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33722/2020	ES	2020-10-20	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33723/2020	ES	2020-10-21	B.1.1.28	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33724/2020	ES	2020-11-07	P.2	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33725/2020	ES	2020-11-07	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33726/2020	ES	2020-11-19	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33727/2020	ES	2020-11-11	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33729/2020	ES	2020-11-11	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33730/2020	ES	2020-11-16	B.1.1.33	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33731/2020	ES	2020-11-16	B.1.1.143	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33733/2020	ES	2020-11-16	P.2	NA	MiSeq_LVRS_051	NA
hCoV-19/Brazil/ES-FIOCRUZ-33734/2020	ES	2020-11-16	B.1.1.33	NA	MiSeq_LVRS_051	NA
